DepMap_ID,stripped_cell_line_name,CCLE_name,alias,COSMIC_ID,Sanger_ID,disease,disease_sutype,disease_sub_subtype,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity
ACH-000375,G402,G402_SOFT_TISSUE,,907298.0,1089,rhabdoid, , ,Female,ATCC,2.0,-3.2920153901304463,Adherent,McCoy's 5A + 10% FBS,18.9
ACH-000376,SF295,SF295_CENTRAL_NERVOUS_SYSTEM,,905985.0,1164,central_nervous_system,glioma,glioblastoma,Female,NCI/DCTD,2.0,-5.92443178231811,Adherent,RPMI + 10% FBS,20.9
ACH-000377,SNU478,SNU478_BILIARY_TRACT,,, ,bile_duct,cholangiocarcinoma,extrahepatic,Unknown,KCLB,2.0,-3.51092373457627,Adherent,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,19.6
ACH-000378,NCIH647,NCIH647_LUNG,,1240191.0,955,lung,lung_NSC, ,Male,ATCC,2.0,-3.129203976288664,Adherent,RPMI + 10% FBS,11
ACH-000379,NCIH1781,NCIH1781_LUNG,,1298350.0,2228,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,,,,,
ACH-000380,KMS12BM,KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907281.0,2087,multiple_myeloma, , ,Female,DSMZ,,,,,
ACH-000381,T84,T84_LARGE_INTESTINE,,909761.0,997,colorectal, , ,Male,ATCC,3.0,-3.7504820327420174,Adherent,DMEM:F12(1:1) + 5% FBS + 2mM Glutamine,19.7
ACH-000382,CORL24,CORL24_LUNG,,, ,lung,lung_small, ,Male,ECACC,,,,,
ACH-000383,OE33,OE33_OESOPHAGUS,,910549.0,1554,esophagus,esophagus_adenocarcinoma, ,Female,HPACC,2.0,-3.507422612991512,Adherent,RPMI + 10% FBS,10.4
ACH-000384,SW780,SW780_URINARY_TRACT,,687457.0,2039,urinary_tract, , ,Female,ATCC,,,,,
ACH-000385,SKRC20,SKRC20_KIDNEY,,, ,kidney, , ,Unknown,,2.0,-3.155052978688887,,RPMI + 10% FBS + 0.1mM NEAA,17.7
ACH-000386,KG1,KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907278.0,193,leukemia,AML, ,Male,ATCC,,,,,
ACH-000387,TF1,TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,AML, ,Male,ATCC,3.0,-4.654858884627758,Suspension,RPMI + 10% FBS + 2ng/ml GM-CSF,good
ACH-000388,NUDHL1,NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,DLBCL, ,Male,DSMZ,,,,,
ACH-000389,H4,H4_CENTRAL_NERVOUS_SYSTEM,,907042.0,1244,central_nervous_system,glioma, ,Male,ATCC,2.0,-2.4588657832247534,Adherent,RPMI + 10% FBS,27.1
ACH-000390,LUDLU1,LUDLU1_LUNG,,, ,lung,lung_NSC,lung_squamous,Male,ECAAC,2.0,-3.9819748283523873,Adherent,RPMI + 10% FBS,13.2
ACH-000391,MHHES1,MHHES1_BONE,,908134.0,339,bone,Ewing_sarcoma, ,Male,DSMZ,,,,,
ACH-000392,CALU3,CALU3_LUNG,,687777.0,219,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,,,,,
ACH-000393,HLF,HLF_LIVER,,, ,liver, , ,Male,HSRRB,2.0,-3.83652742357948,Adherent,MEM + 10% FBS,NO VALUES 8.16.16
ACH-000394,NCIH2081,NCIH2081_LUNG,,908480.0,914,lung,lung_small, ,Female,ATCC,,,,,
ACH-000395,NCIH520,NCIH520_LUNG,,908443.0,2200,lung,lung_NSC,lung_squamous,Male,ATCC,3.0,-2.853128304430724,Adherent,RPMI + 10% FBS,13.4
ACH-000396,J82,J82_URINARY_TRACT,,753566.0,1232,urinary_tract, , ,Male,ATCC,,,,,
ACH-000397,TEN,TEN_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,RIKEN,2.0,-4.432025767152256,Adherent,MEM + 10% FBS,18.8
ACH-000398,RI1,RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,B-cell_lymphoma_other, ,Female,DSMZ,,,,,
ACH-000399,NCIH2196,NCIH2196_LUNG,,908481.0,916,lung,lung_small, ,Male,ATCC,,,,,
ACH-000400,SKCO1,SKCO1_LARGE_INTESTINE,,909718.0,40,colorectal, , ,Male,ATCC,,,,,
ACH-000401,COLO800,COLO800_SKIN,,906813.0,21,skin,melanoma, ,Male,ATCC,2.0,-3.5899995401118123,Adherent,RPMI + 10% FBS,23.2
ACH-000402,BL70,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,Burkitt_lymphoma, ,Male,DSMZ,1.0,-2.2026562340652047,Suspension,RPMI + 10% FBS + 1mM Sodium pyruvate + 50uM 2-Mercaptoethanol,62.7
ACH-000403,NCIH747,NCIH747_LARGE_INTESTINE,,908457.0,573,colorectal, , ,Male,ATCC,3.0,-3.4512135220419085,Adherent,RPMI + 10% FBS,15.4
ACH-000404,K029AX,K029AX_SKIN,,, ,skin,melanoma, ,Unknown,Academic Lab,1.0,-2.893983232558855,Adherent,RPMI + 10% FBS,55.2
ACH-000405,MEC1,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,B-cell_lymphoma_other, ,Male,DSMZ,,,,,
ACH-000406,U937,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,AML, ,Male,ATCC,3.0,-6.382519424703016,Suspension,RPMI + 10% FBS,23.9
ACH-000407,SNU685,SNU685_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,KCLB,2.0,-4.212250378128022,Adherent,RPMI + 10% FBS,15.9
ACH-000408,TE5,TE5_OESOPHAGUS,,735784.0,576,esophagus,esophagus_squamous, ,Female,Riken,2.0,-2.51630720686847,Adherent,RPMI + 10% FBS,35.9
ACH-000409,OVSAHO,OVSAHO_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,HSSRB,,,,,
ACH-000410,SAOS2,SAOS2_BONE,,909707.0,399,bone,osteosarcoma, ,Female,ATCC,2.0,-5.2975075921454255,Adherent,McCoy's 5A + 15% FBS,40
ACH-000411,769P,769P_KIDNEY,,910922.0,1186,kidney, , ,Female,ATCC,2.0,-3.2744962907047213,Adherent,RPMI + 10% FBS,16.7
ACH-000412,SNU1197,SNU1197_LARGE_INTESTINE,,, ,colorectal, , ,Male,KCLB,,,,,
ACH-000413,HS739T,HS739T_FIBROBLAST,,, ,fibroblast, , ,Female,,,,,,
ACH-000414,NCIH1944,NCIH1944_LUNG,,1240185.0,183,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,4.0,-3.5807678013138644,Adherent,RPMI + 10% FBS,37.5
ACH-000415,BICR6,BICR6_UPPER_AERODIGESTIVE_TRACT,,, ,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ECACC,2.0,-3.9096496182731526,Adherent,DMEM + 10% FBS,10.6
ACH-000416,NCIH838,NCIH838_LUNG,,910399.0,484,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,2.0,-5.4529503802069765,Adherent,RPMI + 10% FBS,15.2
ACH-000417,PANC0813,PANC0813_PANCREAS,,925347.0,635,pancreas, , ,Male,ATCC,,,,,
ACH-000418,SW1353,SW1353_BONE,,, ,bone,chondrosarcoma, ,Female,ATCC,,,,,
ACH-000419,KMS28BM,KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,multiple_myeloma, , ,Female,HSSRB,,,,,
ACH-000420,SNU449,SNU449_LIVER,,909738.0,129,liver, , ,Male,ATCC,2.0,-3.61348745332391,Adherent,RPMI + 10% FBS,10.8
ACH-000421,SW837,SW837_LARGE_INTESTINE,,909755.0,1141,colorectal, , ,Male,ATCC,3.0,-4.68741996378501,Adherent,RPMI + 10% FBS,9.9
ACH-000422,SNU475,SNU475_LIVER,,909739.0,2059,liver, , ,Male,ATCC,2.0,-4.786934982120643,Adherent,RPMI + 10% FBS,11.8
ACH-000423,SKMEL3,SKMEL3_SKIN,,909724.0,1572,skin,melanoma, ,Female,ATCC,,,,,
ACH-000424,TC71,TC71_BONE,,1240221.0,2194,bone,Ewing_sarcoma, ,Male,DSMZ,2.0,-2.4519251923391003,Adherent,IMDM + 10% FBS,42.6
ACH-000425,UACC62,UACC62_SKIN,,905976.0,8,skin,melanoma, ,Unknown,NCI/DCTD,2.0,-4.498189508124384,Adherent,RPMI + 10% FBS,26.9
ACH-000426,KMS20,KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,multiple_myeloma, , ,Female,HSRRB,2.0,-2.6809238078595654,Suspension,RPMI + 10% FBS,55.4
ACH-000427,NCIN87,NCIN87_STOMACH,,908461.0,88,gastric,gastric_adenocarcinoma, ,Male,ATCC,2.0,-1.9604181232803768,Adherent,RPMI + 10% FBS,49.2
ACH-000428,UO31,UO31_KIDNEY,,, ,kidney, , ,Male,Garraway Lab,,,,,
ACH-000429,A704,A704_KIDNEY,,910920.0,949,kidney, , ,Male,ATCC,,,,,
ACH-000430,TYKNU,TYKNU_OVARY,,909774.0,476,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,HSRRB,,,,,
ACH-000431,NCIH1694,NCIH1694_LUNG,,688006.0,451,lung,lung_small, ,Male,ATCC,2.0,-4.228368104474057,Suspension,F12 + 10% FBS,17
ACH-000432,BV173,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910710.0,321,leukemia,CML, ,Male,DSMZ,,,,,
ACH-000433,CAKI1,CAKI1_KIDNEY,,905963.0,289,kidney, , ,Male,ATCC,2.0,-2.7199816100486824,Adherent,McCoy's 5A + 10% FBS,49.5
ACH-000434,NCIH1915,NCIH1915_LUNG,,1240184.0,1823,lung,lung_NSC,lung_large,Female,ATCC,2.0,-3.389686934150791,Adherent,RPMI + 10% FBS,14.4
ACH-000435,EFE184,EFE184_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,DSMZ,,,,,
ACH-000436,OCIMY7,OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-MY7,, ,multiple_myeloma, , ,Unknown,,2.0,-2.758139296944984,Suspension,RPMI + 10% FBS,17.5
ACH-000437,SW1088,SW1088_CENTRAL_NERVOUS_SYSTEM,,909745.0,1310,central_nervous_system,glioma, ,Male,ATCC,2.0,-4.85235586027611,Adherent,RPMI + 10% FBS,24.9
ACH-000438,LU65,LU65_LUNG,,724863.0,47,lung,lung_NSC,lung_large,Male,JCRB,,,,,
ACH-000439,ME1,ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330942.0,427,leukemia,AML, ,Male,DSMZ,,,,,
ACH-000440,CA46,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910703.0,1190,lymphoma,Burkitt_lymphoma, ,Male,ATCC,,,,,
ACH-000441,SH4,SH4_SKIN,,909713.0,1179,skin,melanoma, ,Female,ATCC,,,,,
ACH-000442,RERFLCSQ1,RERFLCSQ1_LUNG,,1298538.0,449,lung,lung_NSC,lung_squamous,Female,HSRRB,,,,,
ACH-000443,OVKATE,OVKATE_OVARY,,1240199.0,1094,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,HSRRB,,,,,
ACH-000444,LU99,LU99_LUNG,,, ,lung,lung_NSC,lung_large,Male,HSRRB,2.0,-4.475283800347565,Adherent,RPMI + 10% FBS,43
ACH-000445,KNS60,KNS60_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Male,HSSRB,1.0,-3.74390206949354,Adherent,DMEM + 5% FBS,28.8
ACH-000446,KPNSI9S,KPNSI9S_AUTONOMIC_GANGLIA,,, ,peripheral_nervous_system,neuroblastoma, ,Male,HSSRB,,,,,
ACH-000447,NCIH2228,NCIH2228_LUNG,,687816.0,1812,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,,,,,
ACH-000448,NCIH1666,NCIH1666_LUNG,,908473.0,958,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,2.0,-4.038192137147888,Mixed Adherent and Suspension,ACL4,5.8
ACH-000449,MESSA,MESSA_SOFT_TISSUE,,908127.0,1395,uterus,uterine_sarcoma, ,Female,ATCC,,,,,
ACH-000450,MELHO,MELHO_SKIN,,908124.0,2109,skin,melanoma, ,Female,DSMZ,2.0,-3.0278197058643164,Adherent,RPMI + 10% FBS,41.4
ACH-000451,NCIH2085,NCIH2085_LUNG,,687812.0,80,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,,,,,
ACH-000452,TE8,TE8_OESOPHAGUS,,753623.0,2253,esophagus,esophagus_squamous, ,Male,RIKEN,2.0,-5.593684370232122,Adherent,RPMI + 10% FBS,28.5
ACH-000453,MOLP2,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,multiple_myeloma, , ,Male,DSMZ,,,,,
ACH-000454,HCC95,HCC95_LUNG,,, ,lung,lung_NSC,lung_squamous,Male,KCLB,2.0,-2.985345452668404,Adherent,RPMI + 10% FBS,13.3
ACH-000455,LN428,LN428_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Male,,,,,,
ACH-000456,BCPAP,BCPAP_THYROID,,924104.0,346,thyroid, , ,Female,DSMZ,,,,,
ACH-000457,CAL54,CAL54_KIDNEY,,910952.0,482,kidney, , ,Male,DSMZ,,,,,
ACH-000458,CJM,CJM_SKIN,,, ,skin,melanoma, ,Unknown,RIKEN,2.0,-3.7890675568142393,Adherent,F12 + 10% FBS,10.7
ACH-000459,TUHR10TKB,TUHR10TKB_KIDNEY,,, ,kidney, , ,Male,RIKEN,2.0,-1.637369670253057,Adherent,RPMI + 10% FBS,54.8
ACH-000460,SNU8,SNU8_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,KCLB,3.0,-4.807013803430143,Adherent,RPMI + 10% FBS,13.1
ACH-000461,SNU1196,SNU1196_BILIARY_TRACT,,, ,bile_duct,cholangiocarcinoma,extrahepatic,Unknown,KCLB,1.0,-3.462808470253477,Adherent,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,17.1
ACH-000462,NALM1,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,CML, ,Female,DSMZ,,,,,
ACH-000463,NCIH460,NCIH460_LUNG,,905943.0,2146,lung,lung_NSC,lung_large,Male,ATCC,2.0,-3.1795897259100934,Adherent,RPMI + 10% FBS,16.9
ACH-000464,CAS1,CAS1_CENTRAL_NERVOUS_SYSTEM,,910943.0,604,central_nervous_system,glioma,glioblastoma,Male,ICLC,2.0,-3.5504704861424896,Adherent,DMEM + 10% FBS,42.9
ACH-000465,SKMEL1,SKMEL1_SKIN,,909723.0,42,skin,melanoma, ,Male,ATCC,,,,,
ACH-000466,SNU216,SNU216_STOMACH,,, ,gastric,gastric_adenocarcinoma, ,Female,KCLB,2.0,-2.6954761155275566,Adherent,RPMI + 10% FBS,26.7
ACH-000467,HCC56,HCC56_LARGE_INTESTINE,,1290907.0,1036,colorectal, , ,Unknown,HSRRB,3.0,-3.819318670950505,Adherent,MEM + 10% FBS,28.1
ACH-000468,PK45H,PK45H_PANCREAS,,, ,pancreas, , ,Unknown,RIKEN,3.0,-3.6409424967463666,Adherent,RPMI + 10% FBS,15.9
ACH-000469,YH13,YH13_CENTRAL_NERVOUS_SYSTEM,,909905.0,468,central_nervous_system,glioma,glioblastoma,Male,HSSRB,2.0,-4.830842300139449,Adherent,MEM + 20% FBS,48.2
ACH-000470,SW1463,SW1463_LARGE_INTESTINE,,909748.0,271,colorectal, , ,Female,ATCC,3.0,-3.520140216786892,Adherent,RPMI + 10% FBS,21.4
ACH-000471,LI7,LI7_LIVER,,, ,liver, , ,Male,RIKEN,2.0,-5.546261429443443,Adherent,RPMI + 10% FBS,6.9
ACH-000472,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,,753562.0,944,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,HSSRB,2.0,-5.402463350727509,Adherent,MEM + 10% FBS,17.1
ACH-000473,RT112,RT112_URINARY_TRACT,,909704.0,25,urinary_tract, , ,Female,DSMZ,2.0,-3.0251763405028407,Adherent,RPMI + 10% FBS,32.2
ACH-000474,NCIH292,[MERGED_TO_ACH-001075]NCIH292_LUNG,,753604.0,935, , , ,Female,ATCC,,,,,
ACH-000475,HUH1,HUH1_LIVER,,1298146.0,1855,liver, , ,Male,HSRRB,2.0,-5.598342563621203,Adherent ,DMEM + 10% FBS,3.9
ACH-000476,JHH4,JHH4_LIVER,,1240158.0,931,liver, , ,Male,HSRRB,2.0,-3.6395567769545023,Adherent,MEM + 10% FBS,45.6
ACH-000477,MALME3M,MALME3M_SKIN,,, ,skin,melanoma, ,Male,ATCC,2.0,-3.562379334848924,Adherent,RPMI + 10% FBS,53.4
ACH-000478,SNU387,SNU387_LIVER,,909736.0,1482,liver, , ,Female,ATCC,2.0,-3.9861423696095843,Adherent,RPMI + 10% FBS,6
ACH-000479,KNS81,KNS81_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Male,HSSRB,,,,,
ACH-000480,HUH7,HUH7_LIVER,,907071.0,2195,liver, , ,Male,HSSRB,2.0,-3.8684644048047527,Adherent,DMEM + 10% FBS,47.9
ACH-000481,NCIH2170,NCIH2170_LUNG,,687815.0,1811,lung,lung_NSC,lung_squamous,Male,ATCC,3.0,-3.466151448618413,Adherent,RPMI + 10% FBS,14.4
ACH-000482,RERFLCKJ,RERFLCKJ_LUNG,,1298537.0,960,lung,lung_NSC,lung_adenocarcinoma,Male,HSSRB,,,,,
ACH-000483,SNU182,SNU182_LIVER,,1240216.0,1481,liver, , ,Male,ATCC,2.0,-3.7426612755986657,Adherent,RPMI + 10% FBS,36.6
ACH-000484,VMRCRCW,VMRCRCW_KIDNEY,,1240224.0,1459,kidney, , ,Male,RIKEN,1.0,-3.3126265512306223,Adherent,MEM + 10% FBS,8.7
ACH-000485,GSU,GSU_STOMACH,,, ,gastric,gastric_adenocarcinoma, ,Male,RIKEN,2.0,-3.3806675959889847,Semi-adherent,RPMI + 10% FBS,15.3
ACH-000486,KU1919,KU1919_URINARY_TRACT,,907312.0,892,urinary_tract, , ,Male,DSMZ,2.0,-4.27585658299159,Adherent,RPMI + 10% heat inactivated FBS,33.3
ACH-000487,F36P,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,AML, ,Male,DSMZ,2.0,-4.335322420569598,Suspension,RPMI + 20% FBS + 10ng/ml GM-CSF,17.7
ACH-000488,TE11,TE11_OESOPHAGUS,,946354.0,2073,esophagus,esophagus_squamous, ,Male,RIKEN,2.0,-4.864632844664293,Adherent,RPMI + 10% FBS,5.1
ACH-000489,SW1116,SW1116_LARGE_INTESTINE,,909746.0,480,colorectal, , ,Male,ATCC,,,,,
ACH-000490,SF767,SF767_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system, , ,Female,,2.0,-5.11203499962542,Adherent,DMEM + 10% FBS,8.2
ACH-000491,NCIH716,NCIH716_LARGE_INTESTINE,,908458.0,649,colorectal, , ,Male,ATCC,3.0,-2.708090972649478,Semi-adherent,RPMI + 10% FBS,8
ACH-000492,MUTZ5,MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,B-cell_ALL, ,Male,DSMZ,,,,,
ACH-000493,SNU423,SNU423_LIVER,,909737.0,481,liver, , ,Male,ATCC,1.0,-3.2587426925896867,Adherent,RPMI + 10% FBS,16.7
ACH-000494,OELE,OELE_OVARY,OEL(E),, ,ovary,ovary_immortalized, ,Unknown,,,,,,
ACH-000495,TUHR4TKB,TUHR4TKB_KIDNEY,,, ,kidney, , ,Male,RIKEN,1.0,-3.4225429314957525,Adherent,DMEM + 10% FBS,22.8
ACH-000496,NCIH1792,NCIH1792_LUNG,,724868.0,2122,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,4.0,-4.2079490429159625,Adherent,RPMI + 10% FBS,14.3
ACH-000498,KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330932.0,1325,leukemia,AML, ,Male,HSSRB,1.0,-1.0687874733657363,Suspension,AlphaMEM + 10% heat inactivated FBS,0.4
ACH-000499,EW8,EW8_BONE,,, ,bone,Ewing_sarcoma, ,Male,,2.0,-2.8955645176266653,Adherent,DMEM + 10% FBS + 2mM L-glutamine,43.2
ACH-000500,SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,,, ,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,KCLB,2.0,-1.4388476921316933,Adherent,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,49.7
ACH-000501,LS123,LS123_LARGE_INTESTINE,,907792.0,2266,colorectal, , ,Female,ATCC,,,,,
ACH-000502,TCCPAN2,TCCPAN2_PANCREAS,,, ,pancreas, , ,Female,HSRRB,3.0,-4.725096939159627,Adherent,RPMI + 10% FBS,16.3
ACH-000503,BICR16,BICR16_UPPER_AERODIGESTIVE_TRACT,,, ,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ECACC,2.0,-2.4852789578143577,Adherent,DMEM + 10% FBS,26.3
ACH-000504,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,,905982.0,1181,central_nervous_system,glioma, ,Female,Garraway Lab,2.0,-3.7965428231838905,Adherent,RPMI + 5% FBS,32.3
ACH-000505,RKN,RKN_SOFT_TISSUE,,1298539.0,1471,soft_tissue,leiomyosarcoma, ,Female,HSSRB,2.0,-5.055736149590351,Adherent,F12 + 10% FBS,17.8
ACH-000506,NCIH146,NCIH146_LUNG,,910899.0,932,lung,lung_small, ,Male,ATCC,,,,,
ACH-000507,KE39,KE39_STOMACH,,, ,gastric,gastric_adenocarcinoma, ,Male,RIKEN,2.0,-4.221965455614426,Adherent,RPMI + 10% FBS,30
ACH-000508,CORL88,CORL88_LUNG,,906808.0,774,lung,lung_small, ,Male,ECACC,,,,,
ACH-000509,HUT78,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,T-cell_lymphoma_other, ,Male,ATCC,,,,,
ACH-000510,NCIH1299,NCIH1299_LUNG,,724831.0,1235,lung,lung_NSC,lung_large,Male,ATCC,2.0,-5.241170273552128,Adherent,RPMI + 10% FBS,35.2
ACH-000511,CALU1,CALU1_LUNG,,, ,lung,lung_NSC,lung_squamous,Male,ATCC,2.0,-4.9589412054151865,Adherent,McCoy's 5A + 10% FBS,21.3
ACH-000512,INA6,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,INA-6,, ,multiple_myeloma, , ,Male,,1.0,-2.1919977797889154,Suspension,RPMI + 20% FBS + 5ng/ml IL-6,1.5
ACH-000513,SNU1272,SNU1272_KIDNEY,,, ,kidney, , ,Female,KCLB,,,,,
ACH-000514,NCIH1092,NCIH1092_LUNG,,687997.0,1928,lung,lung_small, ,Male,ATCC,2.0,-3.5694215808840686,Suspension,RPMI + 5% FBS + 2mM L-glutamine + 5ml Insulin-Transferrin-Selenium + 10nM Hydrocortisone + 10nM Beta estradiol,31.3
ACH-000515,HCC33,HCC33_LUNG,,1303901.0,353,lung,lung_small, ,Male,DSMZ,,,,,
ACH-000516,CAL78,CAL78_BONE,,1290765.0,1148,bone,chondrosarcoma, ,Male,DSMZ,2.0,-5.5942719758665085,Adherent,RPMI + 20% FBS,33.4
ACH-000517,SNU410,SNU410_PANCREAS,,, ,pancreas, , ,Male,KCLB,3.0,-5.935396342013744,Adherent,RPMI + 10% FBS,18.6
ACH-000518,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,,753541.0,2041,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,DSMZ,2.0,-3.49911896924665,,DMEM + 10% FBS,14.3
ACH-000519,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,T-cell_ALL, ,Female,HSRRB,,,,,
ACH-000520,59M,59M_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,ECACC,2.0,-3.673224237487352,Adherent,DMEM + 10% FBS + 2mM Glutamine + Sodium pyruvate + Insulin-Transferrin-Selenium,5.7
ACH-000521,NCIH2030,NCIH2030_LUNG,,722045.0,912,lung,lung_NSC,lung_adenocarcinoma,Male,ATCC,3.0,-3.1129335285647763,Adherent,RPMI + 10% FBS,14.2
ACH-000522,UMUC3,UMUC3_URINARY_TRACT,,724838.0,9,urinary_tract, , ,Male,ATCC,2.0,-5.143997579605852,Adherent,MEM + 10% FBS,11.7
ACH-000523,NCIH1184,NCIH1184_LUNG,H1184,, ,lung,lung_small, ,Male,ATCC,,,,,
ACH-000524,KURAMOCHI,KURAMOCHI_OVARY,,909975.0,854,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,HSRRB,3.0,-6.022282441741179,Adherent,RPMI + 10% FBS,47.9
ACH-000525,NCIH2171,NCIH2171_LUNG,H2171,688015.0,1571,lung,lung_small, ,Male,ATCC,,,,,
ACH-000526,HS821T,HS821T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000527,OVISE,OVISE_OVARY,,1240198.0,358,ovary,ovary_adenocarcinoma,ovary_clear_cell,Female,HSSRB,3.0,-5.804772284745643,Adherent,RPMI + 10% FBS,31.8
ACH-000528,ABC1,ABC1_LUNG,,906791.0,1557,lung,lung_NSC,lung_adenocarcinoma,Male,HSRRB,3.0,-5.8043871265015605,Adherent,MEM + 10% FBS,22.5
ACH-000529,T173,T173_FIBROBLAST,,, ,fibroblast, , ,Unknown,ATCC,,,,,
ACH-000530,DMS114,DMS114_LUNG,,687983.0,1495,lung,lung_small, ,Male,ATCC,,,,,
ACH-000531,RS5,RS5_FIBROBLAST,,, ,fibroblast, , ,Male,DSMZ,,,,,
ACH-000532,SNU61,SNU61_LARGE_INTESTINE,,1660035.0,151,colorectal, , ,Male,KCLB,,,,,
ACH-000533,NCIH2004RT,NCIH2004RT_SOFT_TISSUE,,, ,rhabdoid, , ,Unknown,,,,,,
ACH-000534,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331050.0,557,lymphoma,DLBCL, ,Male,DSMZ,,,,,
ACH-000535,BXPC3,BXPC3_PANCREAS,,906693.0,1978,pancreas, , ,Female,ATCC,,,,,
ACH-000536,BT20,BT20_BREAST,,906801.0,2264,breast,TNBC, ,Female,ATCC,,,,,
ACH-000537,SNU761,SNU761_LIVER,,, ,liver, , ,Male,KCLB,1.0,-5.275606737611212,Adherent,RPMI + 10% FBS,10.9
ACH-000538,HUTU80,HUTU80_SMALL_INTESTINE,,907073.0,305,small_intestine, , ,Male,ATCC,,,,,
ACH-000539,HS618T,HS618T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000540,HS606T,HS606T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000541,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,multiple_myeloma, , ,Female,HSRRB,1.0,-2.1716981163256,Suspension,RPMI + 10% FBS,2.6
ACH-000542,HEYA8,HEYA8_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_low_grade_serous,Female,Academic Lab,3.0,-3.515303779094456,Adherent,RPMI + 10% FBS,7.1
ACH-000543,SNU489,SNU489_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma, ,Male,KCLB,,,,,
